행정기관코드,통계년월,시도명,시군구명,읍면동명,계,남자,여자
2617060000,2024-07-31,부산광역시,동구,수정제5동,1,1,0
2617064500,2024-07-31,부산광역시,동구,좌천동,2,1,1
2617065000,2024-07-31,부산광역시,동구,범일제1동,1,1,0
2617066000,2024-07-31,부산광역시,동구,범일제2동,6,1,5
2617068000,2024-07-31,부산광역시,동구,범일제5동,7,3,4
2620053000,2024-07-31,부산광역시,영도구,남항동,2,2,0
2620054000,2024-07-31,부산광역시,영도구,영선제1동,0,0,0
2620055000,2024-07-31,부산광역시,영도구,영선제2동,2,2,0
2620058500,2024-07-31,부산광역시,영도구,신선동,0,0,0
2620059000,2024-07-31,부산광역시,영도구,봉래제1동,0,0,0
2620060500,2024-07-31,부산광역시,영도구,봉래제2동,7,2,5
2620063000,2024-07-31,부산광역시,영도구,청학제1동,2,2,0
2620064000,2024-07-31,부산광역시,영도구,청학제2동,3,1,2
2620065000,2024-07-31,부산광역시,영도구,동삼제1동,8,4,4
2620066000,2024-07-31,부산광역시,영도구,동삼제2동,1,1,0
2620067000,2024-07-31,부산광역시,영도구,동삼제3동,0,0,0
2623051000,2024-07-31,부산광역시,부산진구,부전제1동,5,2,3
2623052000,2024-07-31,부산광역시,부산진구,부전제2동,9,3,6
2623054000,2024-07-31,부산광역시,부산진구,연지동,12,8,4
2623055000,2024-07-31,부산광역시,부산진구,초읍동,8,4,4
2623056000,2024-07-31,부산광역시,부산진구,양정제1동,11,6,5
2623057000,2024-07-31,부산광역시,부산진구,양정제2동,5,3,2
2623060000,2024-07-31,부산광역시,부산진구,전포제1동,9,3,6
2623061000,2024-07-31,부산광역시,부산진구,전포제2동,6,2,4
2623064000,2024-07-31,부산광역시,부산진구,부암제1동,13,6,7
2623066000,2024-07-31,부산광역시,부산진구,부암제3동,11,6,5
2623067000,2024-07-31,부산광역시,부산진구,당감제1동,4,3,1
2623068000,2024-07-31,부산광역시,부산진구,당감제2동,4,1,3
2623070000,2024-07-31,부산광역시,부산진구,당감제4동,1,1,0
2623071000,2024-07-31,부산광역시,부산진구,가야제1동,5,1,4
2623072000,2024-07-31,부산광역시,부산진구,가야제2동,4,3,1
2623074000,2024-07-31,부산광역시,부산진구,개금제1동,6,3,3
2623075000,2024-07-31,부산광역시,부산진구,개금제2동,3,3,0
2623076000,2024-07-31,부산광역시,부산진구,개금제3동,7,2,5
2623077000,2024-07-31,부산광역시,부산진구,범천제1동,5,4,1
2623078000,2024-07-31,부산광역시,부산진구,범천제2동,17,8,9
2626051000,2024-07-31,부산광역시,동래구,수민동,13,7,6
2626052000,2024-07-31,부산광역시,동래구,복산동,0,0,0
2626054500,2024-07-31,부산광역시,동래구,명륜동,15,8,7
2626055000,2024-07-31,부산광역시,동래구,온천제1동,18,4,14
2626056000,2024-07-31,부산광역시,동래구,온천제2동,7,7,0
2626057000,2024-07-31,부산광역시,동래구,온천제3동,13,7,6
2626058000,2024-07-31,부산광역시,동래구,사직제1동,3,3,0
2626059000,2024-07-31,부산광역시,동래구,사직제2동,7,5,2
2626060000,2024-07-31,부산광역시,동래구,사직제3동,4,2,2
2626074000,2024-07-31,부산광역시,동래구,안락제1동,4,2,2
2626075000,2024-07-31,부산광역시,동래구,안락제2동,10,8,2
2626076100,2024-07-31,부산광역시,동래구,명장제1동,1,1,0
2626076200,2024-07-31,부산광역시,동래구,명장제2동,6,3,3
2629051000,2024-07-31,부산광역시,남구,대연제1동,3,2,1
2629053000,2024-07-31,부산광역시,남구,대연제3동,17,9,8
2629054000,2024-07-31,부산광역시,남구,대연제4동,6,5,1
2629055000,2024-07-31,부산광역시,남구,대연제5동,2,1,1
2629056000,2024-07-31,부산광역시,남구,대연제6동,5,3,2
2629057000,2024-07-31,부산광역시,남구,용호제1동,8,3,5
2629058000,2024-07-31,부산광역시,남구,용호제2동,10,4,6
2629059000,2024-07-31,부산광역시,남구,용호제3동,1,1,0
2629060000,2024-07-31,부산광역시,남구,용호제4동,3,2,1
2629061000,2024-07-31,부산광역시,남구,용당동,2,1,1
2629062000,2024-07-31,부산광역시,남구,감만제1동,1,0,1
2629063000,2024-07-31,부산광역시,남구,감만제2동,0,0,0
2629064500,2024-07-31,부산광역시,남구,우암동,2,0,2
2629068000,2024-07-31,부산광역시,남구,문현제1동,1,1,0
2629069000,2024-07-31,부산광역시,남구,문현제2동,5,2,3
2629070000,2024-07-31,부산광역시,남구,문현제3동,7,2,5
2629071000,2024-07-31,부산광역시,남구,문현제4동,5,1,4
2632051000,2024-07-31,부산광역시,북구,구포제1동,7,4,3
2632052000,2024-07-31,부산광역시,북구,구포제2동,8,3,5
2632052100,2024-07-31,부산광역시,북구,구포제3동,3,2,1
2632053000,2024-07-31,부산광역시,북구,금곡동,15,7,8
2632054100,2024-07-31,부산광역시,북구,화명제1동,16,7,9
2632054200,2024-07-31,부산광역시,북구,화명제2동,8,5,3
2632054300,2024-07-31,부산광역시,북구,화명제3동,9,1,8
2632055000,2024-07-31,부산광역시,북구,덕천제1동,6,1,5
2632056000,2024-07-31,부산광역시,북구,덕천제2동,0,0,0
2632056100,2024-07-31,부산광역시,북구,덕천제3동,2,2,0
2632057100,2024-07-31,부산광역시,북구,만덕제1동,7,5,2
2632057200,2024-07-31,부산광역시,북구,만덕제2동,8,3,5
2632057300,2024-07-31,부산광역시,북구,만덕제3동,4,2,2
2635051000,2024-07-31,부산광역시,해운대구,우제1동,10,5,5
2635052000,2024-07-31,부산광역시,해운대구,우제2동,16,7,9
2635052500,2024-07-31,부산광역시,해운대구,우제3동,9,4,5
2635053000,2024-07-31,부산광역시,해운대구,중제1동,10,5,5
2635054000,2024-07-31,부산광역시,해운대구,중제2동,8,3,5
2635055100,2024-07-31,부산광역시,해운대구,좌제1동,6,3,3
2635055200,2024-07-31,부산광역시,해운대구,좌제2동,9,6,3
2635055300,2024-07-31,부산광역시,해운대구,좌제3동,8,4,4
2635055400,2024-07-31,부산광역시,해운대구,좌제4동,4,1,3
2635056000,2024-07-31,부산광역시,해운대구,송정동,0,0,0
2635057000,2024-07-31,부산광역시,해운대구,반여제1동,17,13,4
2635058000,2024-07-31,부산광역시,해운대구,반여제2동,2,1,1
2635059000,2024-07-31,부산광역시,해운대구,반여제3동,0,0,0
2635059500,2024-07-31,부산광역시,해운대구,반여제4동,5,2,3
2635061000,2024-07-31,부산광역시,해운대구,반송제1동,2,0,2
2635062000,2024-07-31,부산광역시,해운대구,반송제2동,1,1,0
2635065000,2024-07-31,부산광역시,해운대구,재송제1동,13,6,7
2635066000,2024-07-31,부산광역시,해운대구,재송제2동,8,3,5
2638051000,2024-07-31,부산광역시,사하구,괴정제1동,5,4,1
2638052000,2024-07-31,부산광역시,사하구,괴정제2동,7,4,3
2638053000,2024-07-31,부산광역시,사하구,괴정제3동,5,2,3
2638054000,2024-07-31,부산광역시,사하구,괴정제4동,7,2,5
2638055000,2024-07-31,부산광역시,사하구,당리동,2,0,2
2638056100,2024-07-31,부산광역시,사하구,하단제1동,3,1,2
2638056200,2024-07-31,부산광역시,사하구,하단제2동,11,6,5
2638057100,2024-07-31,부산광역시,사하구,신평제1동,4,2,2
2638057200,2024-07-31,부산광역시,사하구,신평제2동,10,5,5
2638058000,2024-07-31,부산광역시,사하구,장림제1동,3,1,2
2638059000,2024-07-31,부산광역시,사하구,장림제2동,11,4,7
2638060100,2024-07-31,부산광역시,사하구,다대제1동,8,6,2
2638060200,2024-07-31,부산광역시,사하구,다대제2동,3,2,1
2638061000,2024-07-31,부산광역시,사하구,구평동,11,6,5
2638062000,2024-07-31,부산광역시,사하구,감천제1동,4,2,2
2638063000,2024-07-31,부산광역시,사하구,감천제2동,0,0,0
2641051000,2024-07-31,부산광역시,금정구,서제1동,0,0,0
2641052000,2024-07-31,부산광역시,금정구,서제2동,0,0,0
2641053000,2024-07-31,부산광역시,금정구,서제3동,1,0,1
2641055500,2024-07-31,부산광역시,금정구,금사회동동,0,0,0
2641057000,2024-07-31,부산광역시,금정구,부곡제1동,2,0,2
2641058000,2024-07-31,부산광역시,금정구,부곡제2동,3,0,3
2641059000,2024-07-31,부산광역시,금정구,부곡제3동,5,4,1
2641059100,2024-07-31,부산광역시,금정구,부곡제4동,2,1,1
2641060000,2024-07-31,부산광역시,금정구,장전제1동,4,1,3
2641061000,2024-07-31,부산광역시,금정구,장전제2동,10,4,6
2641063500,2024-07-31,부산광역시,금정구,선두구동,1,0,1
2641066500,2024-07-31,부산광역시,금정구,청룡노포동,3,3,0
2641067000,2024-07-31,부산광역시,금정구,남산동,2,0,2
2641068000,2024-07-31,부산광역시,금정구,구서제1동,4,2,2
2641069000,2024-07-31,부산광역시,금정구,구서제2동,4,3,1
2641070000,2024-07-31,부산광역시,금정구,금성동,0,0,0
2644051000,2024-07-31,부산광역시,강서구,대저1동,0,0,0
2644052000,2024-07-31,부산광역시,강서구,대저2동,4,2,2
2644053000,2024-07-31,부산광역시,강서구,강동동,3,0,3
2644053500,2024-07-31,부산광역시,강서구,명지1동,45,23,22
2644054500,2024-07-31,부산광역시,강서구,명지2동,16,5,11
2644055000,2024-07-31,부산광역시,강서구,가락동,0,0,0
2644056000,2024-07-31,부산광역시,강서구,녹산동,15,6,9
2644058000,2024-07-31,부산광역시,강서구,가덕도동,1,1,0
2647061000,2024-07-31,부산광역시,연제구,거제제1동,10,7,3
2647062000,2024-07-31,부산광역시,연제구,거제제2동,6,4,2
2647063000,2024-07-31,부산광역시,연제구,거제제3동,1,1,0
2647064000,2024-07-31,부산광역시,연제구,거제제4동,3,2,1
2647065000,2024-07-31,부산광역시,연제구,연산제1동,7,3,4
2647066000,2024-07-31,부산광역시,연제구,연산제2동,20,6,14
2647067000,2024-07-31,부산광역시,연제구,연산제3동,11,8,3
2647068000,2024-07-31,부산광역시,연제구,연산제4동,4,4,0
2647069000,2024-07-31,부산광역시,연제구,연산제5동,13,9,4
2647070000,2024-07-31,부산광역시,연제구,연산제6동,2,2,0
2647072000,2024-07-31,부산광역시,연제구,연산제8동,2,2,0
2647073000,2024-07-31,부산광역시,연제구,연산제9동,10,5,5
2650066000,2024-07-31,부산광역시,수영구,남천제1동,6,4,2
2650067000,2024-07-31,부산광역시,수영구,남천제2동,5,3,2
2650073000,2024-07-31,부산광역시,수영구,수영동,7,2,5
2650074000,2024-07-31,부산광역시,수영구,망미제1동,8,6,2
2650075000,2024-07-31,부산광역시,수영구,망미제2동,1,1,0
2650076000,2024-07-31,부산광역시,수영구,광안제1동,7,5,2
2650077000,2024-07-31,부산광역시,수영구,광안제2동,4,1,3
2650078000,2024-07-31,부산광역시,수영구,광안제3동,1,0,1
2650079000,2024-07-31,부산광역시,수영구,광안제4동,5,1,4
2650080000,2024-07-31,부산광역시,수영구,민락동,12,3,9
2653058000,2024-07-31,부산광역시,사상구,삼락동,1,1,0
2653059100,2024-07-31,부산광역시,사상구,모라제1동,10,5,5
2653059300,2024-07-31,부산광역시,사상구,모라제3동,1,0,1
2653060000,2024-07-31,부산광역시,사상구,덕포제1동,9,5,4
2653061000,2024-07-31,부산광역시,사상구,덕포제2동,1,1,0
2653062000,2024-07-31,부산광역시,사상구,괘법동,4,3,1
2653064500,2024-07-31,부산광역시,사상구,감전동,1,0,1
2653065000,2024-07-31,부산광역시,사상구,주례제1동,5,2,3
2653066000,2024-07-31,부산광역시,사상구,주례제2동,6,5,1
2653066100,2024-07-31,부산광역시,사상구,주례제3동,4,1,3
2653067000,2024-07-31,부산광역시,사상구,학장동,3,2,1
2653068000,2024-07-31,부산광역시,사상구,엄궁동,7,4,3
2671025000,2024-07-31,부산광역시,기장군,기장읍,23,13,10
2671025300,2024-07-31,부산광역시,기장군,장안읍,2,2,0
2671025600,2024-07-31,부산광역시,기장군,정관읍,40,20,20
2671025900,2024-07-31,부산광역시,기장군,일광읍,16,8,8
2671033000,2024-07-31,부산광역시,기장군,철마면,1,1,0
2711051700,2024-07-31,대구광역시,중구,동인동,5,1,4
2711054500,2024-07-31,대구광역시,중구,삼덕동,2,1,1
2711056500,2024-07-31,대구광역시,중구,성내1동,0,0,0
2711057500,2024-07-31,대구광역시,중구,성내2동,4,2,2
2711058500,2024-07-31,대구광역시,중구,성내3동,9,3,6
2711059500,2024-07-31,대구광역시,중구,대신동,3,2,1
2711064000,2024-07-31,대구광역시,중구,남산1동,3,1,2
2711065000,2024-07-31,대구광역시,중구,남산2동,8,5,3
2711066000,2024-07-31,대구광역시,중구,남산3동,1,0,1
2711067000,2024-07-31,대구광역시,중구,남산4동,21,18,3
2711068000,2024-07-31,대구광역시,중구,대봉1동,3,1,2
2711069000,2024-07-31,대구광역시,중구,대봉2동,2,1,1
2714051000,2024-07-31,대구광역시,동구,신암1동,5,2,3
2714052000,2024-07-31,대구광역시,동구,신암2동,7,2,5
2714053000,2024-07-31,대구광역시,동구,신암3동,11,6,5
2714054000,2024-07-31,대구광역시,동구,신암4동,19,9,10
2714054100,2024-07-31,대구광역시,동구,신암5동,1,1,0
2714055500,2024-07-31,대구광역시,동구,신천1.2동,4,3,1
2714057000,2024-07-31,대구광역시,동구,신천3동,8,3,5
2714058000,2024-07-31,대구광역시,동구,신천4동,6,4,2
2714059000,2024-07-31,대구광역시,동구,효목1동,0,0,0
2714060000,2024-07-31,대구광역시,동구,효목2동,10,6,4
2714061500,2024-07-31,대구광역시,동구,도평동,0,0,0
2714062000,2024-07-31,대구광역시,동구,불로.봉무동,4,2,2
2714064000,2024-07-31,대구광역시,동구,지저동,2,1,1
2714065500,2024-07-31,대구광역시,동구,동촌동,3,0,3
2714067000,2024-07-31,대구광역시,동구,방촌동,4,3,1
2714068500,2024-07-31,대구광역시,동구,해안동,3,3,0
2714072000,2024-07-31,대구광역시,동구,안심1동,15,9,6
2714073000,2024-07-31,대구광역시,동구,안심2동,14,6,8
2714074200,2024-07-31,대구광역시,동구,안심3동,14,7,7
2714074700,2024-07-31,대구광역시,동구,안심4동,8,5,3
2714075500,2024-07-31,대구광역시,동구,혁신동,18,9,9
